process id is 1; arrival time is 0; service time is 5; num of pages is 50
process id is 97; arrival time is 40; service time is 3; num of pages is 30
process id is 98; arrival time is 40; service time is 4; num of pages is 40
process id is 99; arrival time is 40; service time is 4; num of pages is 40
process id is 100; arrival time is 40; service time is 4; num of pages is 40
process id is 101; arrival time is 40; service time is 1; num of pages is 10
process id is 102; arrival time is 40; service time is 2; num of pages is 20
process id is 103; arrival time is 41; service time is 1; num of pages is 10
process id is 104; arrival time is 41; service time is 3; num of pages is 30
process id is 105; arrival time is 42; service time is 4; num of pages is 40
process id is 106; arrival time is 44; service time is 2; num of pages is 20
process id is 107; arrival time is 44; service time is 3; num of pages is 30
process id is 108; arrival time is 45; service time is 1; num of pages is 10
process id is 109; arrival time is 45; service time is 2; num of pages is 20
process id is 110; arrival time is 45; service time is 3; num of pages is 30
process id is 111; arrival time is 46; service time is 4; num of pages is 40
process id is 112; arrival time is 47; service time is 2; num of pages is 20
process id is 113; arrival time is 47; service time is 2; num of pages is 20
process id is 114; arrival time is 47; service time is 3; num of pages is 30
process id is 115; arrival time is 47; service time is 2; num of pages is 20
process id is 116; arrival time is 47; service time is 4; num of pages is 40
process id is 117; arrival time is 48; service time is 1; num of pages is 10
process id is 118; arrival time is 48; service time is 1; num of pages is 10
process id is 119; arrival time is 48; service time is 5; num of pages is 50
process id is 120; arrival time is 48; service time is 2; num of pages is 20
process id is 121; arrival time is 48; service time is 4; num of pages is 40
process id is 122; arrival time is 48; service time is 2; num of pages is 20
process id is 123; arrival time is 49; service time is 2; num of pages is 20
process id is 124; arrival time is 49; service time is 5; num of pages is 50
process id is 125; arrival time is 50; service time is 1; num of pages is 10
process id is 126; arrival time is 50; service time is 1; num of pages is 10
process id is 127; arrival time is 50; service time is 1; num of pages is 10
process id is 128; arrival time is 50; service time is 4; num of pages is 40
process id is 129; arrival time is 51; service time is 2; num of pages is 20
process id is 130; arrival time is 51; service time is 5; num of pages is 50
process id is 131; arrival time is 51; service time is 3; num of pages is 30
process id is 132; arrival time is 52; service time is 4; num of pages is 40
process id is 133; arrival time is 52; service time is 4; num of pages is 40
process id is 134; arrival time is 52; service time is 3; num of pages is 30
process id is 135; arrival time is 52; service time is 2; num of pages is 20
process id is 136; arrival time is 53; service time is 3; num of pages is 30
process id is 137; arrival time is 54; service time is 4; num of pages is 40
process id is 138; arrival time is 54; service time is 3; num of pages is 30
process id is 139; arrival time is 54; service time is 4; num of pages is 40
process id is 140; arrival time is 55; service time is 1; num of pages is 10
process id is 141; arrival time is 55; service time is 3; num of pages is 30
process id is 142; arrival time is 55; service time is 2; num of pages is 20
process id is 143; arrival time is 56; service time is 3; num of pages is 30
process id is 144; arrival time is 56; service time is 2; num of pages is 20
process id is 145; arrival time is 56; service time is 2; num of pages is 20
process id is 146; arrival time is 56; service time is 5; num of pages is 50
process id is 147; arrival time is 57; service time is 2; num of pages is 20
process id is 148; arrival time is 58; service time is 5; num of pages is 50
process id is 149; arrival time is 58; service time is 5; num of pages is 50
process id is 150; arrival time is 59; service time is 4; num of pages is 40

Start the simulation
= Time Stamp 0:00 - Process Name: 1 - Enter - Size in Pages: 31 - Service Duration: 5 = 

= Time Stamp 0:00
  Process 1's virtual page 0 will be evicted if needed.
  Process 1 is under service, its reference page (virtual_page:physical_page) is: (0:0), (4:1), (17:2), (18:3), 

= Memory Map: =
1 1 1 1 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:01 - Process Name: 2 - Enter - Size in Pages: 5 - Service Duration: 4 = 
= Time Stamp 0:01 - Process Name: 3 - Enter - Size in Pages: 17 - Service Duration: 2 = 
= Time Stamp 0:01 - Process Name: 4 - Enter - Size in Pages: 5 - Service Duration: 5 = 

= Time Stamp 0:01
  Process 1's virtual page 0 will be evicted if needed.
  Process 1 is under service, its reference page (virtual_page:physical_page) is: (0:0), (4:1), (17:2), (18:3), (29:10), (30:12), (13:18), 
  Process 2 is under service, its reference page (virtual_page:physical_page) is: (0:4), (3:7), (4:8), (1:16), (2:17), 
  Process 3 is under service, its reference page (virtual_page:physical_page) is: (0:5), (1:13), (2:14), 
  Process 4 is under service, its reference page (virtual_page:physical_page) is: (0:6), (4:9), (3:11), (1:15), 

= Memory Map: =
1 1 1 1 2 3 4 2 2 4 1 4 1 3 3 4 2 2 1 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:02 - Process Name: 5 - Enter - Size in Pages: 17 - Service Duration: 1 = 

= Time Stamp 0:02
  Process 1's virtual page 0 will be evicted if needed.
  Process 1 is under service, its reference page (virtual_page:physical_page) is: (0:0), (4:1), (17:2), (18:3), (29:10), (30:12), (13:18), (14:19), (20:25), (21:26), (22:27), 
  Process 2 is under service, its reference page (virtual_page:physical_page) is: (0:4), (3:7), (4:8), (1:16), (2:17), 
  Process 3 is under service, its reference page (virtual_page:physical_page) is: (0:5), (1:13), (2:14), (3:20), (5:29), 
  Process 4 is under service, its reference page (virtual_page:physical_page) is: (0:6), (4:9), (3:11), (1:15), (2:21), 
  Process 5 is under service, its reference page (virtual_page:physical_page) is: (0:22), (16:23), (15:24), (2:28), 

= Memory Map: =
1 1 1 1 2 3 4 2 2 4 1 4 1 3 3 4 2 2 1 1 3 4 5 5 5 1 1 1 5 3 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:03 - Process Name: 3 - Exit - Size in Pages: 17 - Service Duration: 2 = 

= Time Stamp 0:03 - Process Name: 5 - Exit - Size in Pages: 17 - Service Duration: 1 = 

= Time Stamp 0:03 - Process Name: 6 - Enter - Size in Pages: 17 - Service Duration: 5 = 

= Time Stamp 0:03
  Process 1's virtual page 0 will be evicted if needed.
  Process 1 is under service, its reference page (virtual_page:physical_page) is: (0:0), (4:1), (17:2), (18:3), (29:10), (30:12), (13:18), (14:19), (20:25), (21:26), (22:27), (6:20), 
  Process 2 is under service, its reference page (virtual_page:physical_page) is: (0:4), (3:7), (4:8), (1:16), (2:17), 
  Process 4 is under service, its reference page (virtual_page:physical_page) is: (0:6), (4:9), (3:11), (1:15), (2:21), 
  Process 6 is under service, its reference page (virtual_page:physical_page) is: (0:5), (2:13), (1:14), 

= Memory Map: =
1 1 1 1 2 6 4 2 2 4 1 4 1 6 6 4 2 2 1 1 1 4 . . . 1 1 1 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:04 - Process Name: 7 - Enter - Size in Pages: 17 - Service Duration: 4 = 
= Time Stamp 0:04 - Process Name: 8 - Enter - Size in Pages: 5 - Service Duration: 1 = 

= Time Stamp 0:04
  Process 1's virtual page 0 will be evicted if needed.
  Process 1 is under service, its reference page (virtual_page:physical_page) is: (0:0), (4:1), (17:2), (18:3), (29:10), (30:12), (13:18), (14:19), (20:25), (21:26), (22:27), (6:20), (1:22), (2:28), (19:38), 
  Process 2 is under service, its reference page (virtual_page:physical_page) is: (0:4), (3:7), (4:8), (1:16), (2:17), 
  Process 4 is under service, its reference page (virtual_page:physical_page) is: (0:6), (4:9), (3:11), (1:15), (2:21), 
  Process 6 is under service, its reference page (virtual_page:physical_page) is: (0:5), (2:13), (1:14), (11:31), (10:33), (9:34), (12:35), (16:40), 
  Process 7 is under service, its reference page (virtual_page:physical_page) is: (0:23), (1:30), (10:36), (11:39), (16:41), 
  Process 8 is under service, its reference page (virtual_page:physical_page) is: (0:24), (1:29), (2:32), (4:37), (3:42), 

= Memory Map: =
1 1 1 1 2 6 4 2 2 4 1 4 1 6 6 4 2 2 1 1 1 4 1 7 8 1 1 1 1 8 7 6 8 6 6 6 7 8 1 7 6 7 8 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:05 - Process Name: 1 - Exit - Size in Pages: 31 - Service Duration: 5 = 

= Time Stamp 0:05 - Process Name: 2 - Exit - Size in Pages: 5 - Service Duration: 4 = 

= Time Stamp 0:05 - Process Name: 8 - Exit - Size in Pages: 5 - Service Duration: 1 = 

= Time Stamp 0:05 - Process Name: 9 - Enter - Size in Pages: 5 - Service Duration: 5 = 
= Time Stamp 0:05 - Process Name: 10 - Enter - Size in Pages: 5 - Service Duration: 3 = 
= Time Stamp 0:05 - Process Name: 11 - Enter - Size in Pages: 31 - Service Duration: 4 = 

= Time Stamp 0:05
  Process 4's virtual page 0 will be evicted if needed.
  Process 4 is under service, its reference page (virtual_page:physical_page) is: (0:6), (4:9), (3:11), (1:15), (2:21), 
  Process 6 is under service, its reference page (virtual_page:physical_page) is: (0:5), (2:13), (1:14), (11:31), (10:33), (9:34), (12:35), (16:40), (15:0), 
  Process 7 is under service, its reference page (virtual_page:physical_page) is: (0:23), (1:30), (10:36), (11:39), (16:41), (9:4), (8:10), (12:20), (13:24), 
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:1), (1:12), (4:18), (3:22), (2:25), 
  Process 10 is under service, its reference page (virtual_page:physical_page) is: (0:2), (1:7), (2:16), (4:26), (3:29), 
  Process 11 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:8), (17:17), (16:19), (30:27), (29:28), (2:32), 

= Memory Map: =
6 9 10 11 7 6 4 10 11 4 7 4 9 6 6 4 10 11 9 11 7 4 9 7 7 9 10 11 11 10 7 6 11 6 6 6 7 . . 7 6 7 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:06 - Process Name: 4 - Exit - Size in Pages: 5 - Service Duration: 5 = 

= Time Stamp 0:06 - Process Name: 12 - Enter - Size in Pages: 5 - Service Duration: 2 = 
= Time Stamp 0:06 - Process Name: 13 - Enter - Size in Pages: 11 - Service Duration: 2 = 
= Time Stamp 0:06 - Process Name: 14 - Enter - Size in Pages: 5 - Service Duration: 1 = 

= Time Stamp 0:06
  Process 6's virtual page 0 will be evicted if needed.
  Process 6 is under service, its reference page (virtual_page:physical_page) is: (0:5), (2:13), (1:14), (11:31), (10:33), (9:34), (12:35), (16:40), (15:0), (5:42), 
  Process 7 is under service, its reference page (virtual_page:physical_page) is: (0:23), (1:30), (10:36), (11:39), (16:41), (9:4), (8:10), (12:20), (13:24), (15:46), (14:50), 
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:1), (1:12), (4:18), (3:22), (2:25), 
  Process 10 is under service, its reference page (virtual_page:physical_page) is: (0:2), (1:7), (2:16), (4:26), (3:29), 
  Process 11 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:8), (17:17), (16:19), (30:27), (29:28), (2:32), 
  Process 12 is under service, its reference page (virtual_page:physical_page) is: (0:6), (2:15), (1:43), (4:48), 
  Process 13 is under service, its reference page (virtual_page:physical_page) is: (0:9), (1:37), (4:44), (3:45), (10:47), (9:49), (8:51), 
  Process 14 is under service, its reference page (virtual_page:physical_page) is: (0:11), (4:21), (3:38), 

= Memory Map: =
6 9 10 11 7 6 12 10 11 13 7 14 9 6 6 12 10 11 9 11 7 14 9 7 7 9 10 11 11 10 7 6 11 6 6 6 7 13 14 7 6 7 6 12 13 13 7 13 12 13 7 13 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:07 - Process Name: 14 - Exit - Size in Pages: 5 - Service Duration: 1 = 

= Time Stamp 0:07 - Process Name: 15 - Enter - Size in Pages: 17 - Service Duration: 3 = 
= Time Stamp 0:07 - Process Name: 16 - Enter - Size in Pages: 11 - Service Duration: 4 = 
= Time Stamp 0:07 - Process Name: 17 - Enter - Size in Pages: 11 - Service Duration: 5 = 

= Time Stamp 0:07
  Process 6's virtual page 0 will be evicted if needed.
  Process 6 is under service, its reference page (virtual_page:physical_page) is: (0:5), (2:13), (1:14), (11:31), (10:33), (9:34), (12:35), (16:40), (15:0), (5:42), (3:63), (4:64), 
  Process 7 is under service, its reference page (virtual_page:physical_page) is: (0:23), (1:30), (10:36), (11:39), (16:41), (9:4), (8:10), (12:20), (13:24), (15:46), (14:50), 
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:1), (1:12), (4:18), (3:22), (2:25), 
  Process 10 is under service, its reference page (virtual_page:physical_page) is: (0:2), (1:7), (2:16), (4:26), (3:29), 
  Process 11 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:8), (17:17), (16:19), (30:27), (29:28), (2:32), (7:11), (8:53), (9:56), (5:59), (25:61), 
  Process 12 is under service, its reference page (virtual_page:physical_page) is: (0:6), (2:15), (1:43), (4:48), 
  Process 13 is under service, its reference page (virtual_page:physical_page) is: (0:9), (1:37), (4:44), (3:45), (10:47), (9:49), (8:51), (7:57), 
  Process 15 is under service, its reference page (virtual_page:physical_page) is: (0:21), (1:54), 
  Process 16 is under service, its reference page (virtual_page:physical_page) is: (0:38), (8:58), (9:60), (10:62), (5:65), 
  Process 17 is under service, its reference page (virtual_page:physical_page) is: (0:52), (1:55), (2:66), 

= Memory Map: =
6 9 10 11 7 6 12 10 11 13 7 11 9 6 6 12 10 11 9 11 7 15 9 7 7 9 10 11 11 10 7 6 11 6 6 6 7 13 16 7 6 7 6 12 13 13 7 13 12 13 7 13 17 11 15 17 11 13 16 11 16 11 16 6 6 16 17 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:08 - Process Name: 6 - Exit - Size in Pages: 17 - Service Duration: 5 = 

= Time Stamp 0:08 - Process Name: 7 - Exit - Size in Pages: 17 - Service Duration: 4 = 

= Time Stamp 0:08 - Process Name: 10 - Exit - Size in Pages: 5 - Service Duration: 3 = 

= Time Stamp 0:08 - Process Name: 12 - Exit - Size in Pages: 5 - Service Duration: 2 = 

= Time Stamp 0:08 - Process Name: 13 - Exit - Size in Pages: 11 - Service Duration: 2 = 

= Time Stamp 0:08 - Process Name: 18 - Enter - Size in Pages: 17 - Service Duration: 2 = 
= Time Stamp 0:08 - Process Name: 19 - Enter - Size in Pages: 11 - Service Duration: 1 = 
= Time Stamp 0:08 - Process Name: 20 - Enter - Size in Pages: 11 - Service Duration: 2 = 

= Time Stamp 0:08
  Process 9's virtual page 0 will be evicted if needed.
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:1), (1:12), (4:18), (3:22), (2:25), 
  Process 11 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:8), (17:17), (16:19), (30:27), (29:28), (2:32), (7:11), (8:53), (9:56), (5:59), (25:61), 
  Process 15 is under service, its reference page (virtual_page:physical_page) is: (0:21), (1:54), (2:9), 
  Process 16 is under service, its reference page (virtual_page:physical_page) is: (0:38), (8:58), (9:60), (10:62), (5:65), (6:10), (7:26), 
  Process 17 is under service, its reference page (virtual_page:physical_page) is: (0:52), (1:55), (2:66), (5:5), (4:23), (10:29), (9:35), 
  Process 18 is under service, its reference page (virtual_page:physical_page) is: (0:0), (15:6), (16:13), (5:16), (4:24), (9:30), (8:31), 
  Process 19 is under service, its reference page (virtual_page:physical_page) is: (0:2), (10:14), (9:20), 
  Process 20 is under service, its reference page (virtual_page:physical_page) is: (0:4), (1:7), (4:15), (10:33), (9:34), 

= Memory Map: =
18 9 19 11 20 17 18 20 11 15 16 11 9 18 19 20 18 11 9 11 19 15 9 17 18 9 16 11 11 17 18 18 11 20 20 17 . . 16 . . . . . . . . . . . . . 17 11 15 17 11 . 16 11 16 11 16 . . 16 17 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:09 - Process Name: 11 - Exit - Size in Pages: 31 - Service Duration: 4 = 

= Time Stamp 0:09 - Process Name: 19 - Exit - Size in Pages: 11 - Service Duration: 1 = 

= Time Stamp 0:09 - Process Name: 21 - Enter - Size in Pages: 11 - Service Duration: 5 = 

= Time Stamp 0:09
  Process 9's virtual page 0 will be evicted if needed.
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:1), (1:12), (4:18), (3:22), (2:25), 
  Process 15 is under service, its reference page (virtual_page:physical_page) is: (0:21), (1:54), (2:9), (15:36), (16:37), 
  Process 16 is under service, its reference page (virtual_page:physical_page) is: (0:38), (8:58), (9:60), (10:62), (5:65), (6:10), (7:26), (1:20), 
  Process 17 is under service, its reference page (virtual_page:physical_page) is: (0:52), (1:55), (2:66), (5:5), (4:23), (10:29), (9:35), 
  Process 18 is under service, its reference page (virtual_page:physical_page) is: (0:0), (15:6), (16:13), (5:16), (4:24), (9:30), (8:31), (1:2), (2:8), (3:19), (13:27), (14:32), 
  Process 20 is under service, its reference page (virtual_page:physical_page) is: (0:4), (1:7), (4:15), (10:33), (9:34), (7:11), (8:14), 
  Process 21 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:17), (2:28), 

= Memory Map: =
18 9 18 21 20 17 18 20 18 15 16 20 9 18 20 20 18 21 9 18 16 15 9 17 18 9 16 18 21 17 18 18 18 20 20 17 15 15 16 . . . . . . . . . . . . . 17 . 15 17 . . 16 . 16 . 16 . . 16 17 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:10 - Process Name: 9 - Exit - Size in Pages: 5 - Service Duration: 5 = 

= Time Stamp 0:10 - Process Name: 15 - Exit - Size in Pages: 17 - Service Duration: 3 = 

= Time Stamp 0:10 - Process Name: 18 - Exit - Size in Pages: 17 - Service Duration: 2 = 

= Time Stamp 0:10 - Process Name: 20 - Exit - Size in Pages: 11 - Service Duration: 2 = 

= Time Stamp 0:10 - Process Name: 22 - Enter - Size in Pages: 17 - Service Duration: 5 = 
= Time Stamp 0:10 - Process Name: 23 - Enter - Size in Pages: 31 - Service Duration: 4 = 
= Time Stamp 0:10 - Process Name: 24 - Enter - Size in Pages: 11 - Service Duration: 2 = 

= Time Stamp 0:10
  Process 16's virtual page 0 will be evicted if needed.
  Process 16 is under service, its reference page (virtual_page:physical_page) is: (0:38), (8:58), (9:60), (10:62), (5:65), (6:10), (7:26), (1:20), 
  Process 17 is under service, its reference page (virtual_page:physical_page) is: (0:52), (1:55), (2:66), (5:5), (4:23), (10:29), (9:35), (3:7), (6:16), 
  Process 21 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:17), (2:28), (6:8), (4:21), (5:24), 
  Process 22 is under service, its reference page (virtual_page:physical_page) is: (0:0), (14:4), (13:9), (1:22), (2:25), 
  Process 23 is under service, its reference page (virtual_page:physical_page) is: (0:1), (2:6), (1:11), (15:13), (14:15), (13:18), (16:19), 
  Process 24 is under service, its reference page (virtual_page:physical_page) is: (0:2), (1:12), (2:14), 

= Memory Map: =
22 23 24 21 22 17 23 17 21 22 16 23 24 23 24 23 17 21 23 23 16 21 22 17 21 22 16 . 21 17 . . . . . 17 . . 16 . . . . . . . . . . . . . 17 . . 17 . . 16 . 16 . 16 . . 16 17 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:11 - Process Name: 16 - Exit - Size in Pages: 11 - Service Duration: 4 = 

= Time Stamp 0:11 - Process Name: 25 - Enter - Size in Pages: 5 - Service Duration: 2 = 
= Time Stamp 0:11 - Process Name: 26 - Enter - Size in Pages: 17 - Service Duration: 1 = 
= Time Stamp 0:11 - Process Name: 27 - Enter - Size in Pages: 17 - Service Duration: 4 = 
= Time Stamp 0:11 - Process Name: 28 - Enter - Size in Pages: 17 - Service Duration: 3 = 

= Time Stamp 0:11
  Process 17's virtual page 0 will be evicted if needed.
  Process 17 is under service, its reference page (virtual_page:physical_page) is: (0:52), (1:55), (2:66), (5:5), (4:23), (10:29), (9:35), (3:7), (6:16), 
  Process 21 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:17), (2:28), (6:8), (4:21), (5:24), (10:31), (9:34), (7:45), 
  Process 22 is under service, its reference page (virtual_page:physical_page) is: (0:0), (14:4), (13:9), (1:22), (2:25), (16:36), (15:40), (9:54), 
  Process 23 is under service, its reference page (virtual_page:physical_page) is: (0:1), (2:6), (1:11), (15:13), (14:15), (13:18), (16:19), (4:10), (29:32), (26:37), (5:48), 
  Process 24 is under service, its reference page (virtual_page:physical_page) is: (0:2), (1:12), (2:14), (3:41), 
  Process 25 is under service, its reference page (virtual_page:physical_page) is: (0:20), (2:46), 
  Process 26 is under service, its reference page (virtual_page:physical_page) is: (0:26), (1:38), (2:42), (13:47), (12:50), (11:51), (10:53), (16:56), 
  Process 27 is under service, its reference page (virtual_page:physical_page) is: (0:27), (11:39), (10:43), (9:49), (16:57), 
  Process 28 is under service, its reference page (virtual_page:physical_page) is: (0:30), (3:33), (1:44), (10:58), 

= Memory Map: =
22 23 24 21 22 17 23 17 21 22 23 23 24 23 24 23 17 21 23 23 25 21 22 17 21 22 26 27 21 17 28 21 23 28 21 17 22 23 26 27 22 24 26 27 28 21 25 26 23 27 26 26 17 26 22 17 26 27 28 . . . . . . . 17 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:12 - Process Name: 17 - Exit - Size in Pages: 11 - Service Duration: 5 = 

= Time Stamp 0:12 - Process Name: 24 - Exit - Size in Pages: 11 - Service Duration: 2 = 

= Time Stamp 0:12 - Process Name: 26 - Exit - Size in Pages: 17 - Service Duration: 1 = 

= Time Stamp 0:12 - Process Name: 29 - Enter - Size in Pages: 11 - Service Duration: 3 = 
= Time Stamp 0:12 - Process Name: 30 - Enter - Size in Pages: 5 - Service Duration: 2 = 

= Time Stamp 0:12
  Process 21's virtual page 0 will be evicted if needed.
  Process 21 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:17), (2:28), (6:8), (4:21), (5:24), (10:31), (9:34), (7:45), (3:29), 
  Process 22 is under service, its reference page (virtual_page:physical_page) is: (0:0), (14:4), (13:9), (1:22), (2:25), (16:36), (15:40), (9:54), (10:2), (8:42), (6:51), 
  Process 23 is under service, its reference page (virtual_page:physical_page) is: (0:1), (2:6), (1:11), (15:13), (14:15), (13:18), (16:19), (4:10), (29:32), (26:37), (5:48), (28:52), (27:55), (30:61), 
