process id is 1; arrival time is 0; service time is 1; num of pages is 10
process id is 37; arrival time is 18; service time is 3; num of pages is 30
process id is 38; arrival time is 18; service time is 4; num of pages is 40
process id is 39; arrival time is 18; service time is 2; num of pages is 20
process id is 40; arrival time is 18; service time is 2; num of pages is 20
process id is 41; arrival time is 19; service time is 1; num of pages is 10
process id is 42; arrival time is 20; service time is 5; num of pages is 50
process id is 43; arrival time is 21; service time is 5; num of pages is 50
process id is 44; arrival time is 22; service time is 3; num of pages is 30
process id is 45; arrival time is 22; service time is 3; num of pages is 30
process id is 46; arrival time is 24; service time is 3; num of pages is 30
process id is 47; arrival time is 24; service time is 3; num of pages is 30
process id is 48; arrival time is 24; service time is 3; num of pages is 30
process id is 49; arrival time is 24; service time is 1; num of pages is 10
process id is 50; arrival time is 25; service time is 5; num of pages is 50
process id is 51; arrival time is 25; service time is 4; num of pages is 40
process id is 52; arrival time is 25; service time is 5; num of pages is 50
process id is 53; arrival time is 25; service time is 5; num of pages is 50
process id is 54; arrival time is 25; service time is 5; num of pages is 50
process id is 55; arrival time is 26; service time is 3; num of pages is 30
process id is 56; arrival time is 27; service time is 3; num of pages is 30
process id is 57; arrival time is 27; service time is 5; num of pages is 50
process id is 58; arrival time is 28; service time is 1; num of pages is 10
process id is 59; arrival time is 28; service time is 1; num of pages is 10
process id is 60; arrival time is 28; service time is 3; num of pages is 30
process id is 61; arrival time is 29; service time is 1; num of pages is 10
process id is 62; arrival time is 29; service time is 5; num of pages is 50
process id is 63; arrival time is 30; service time is 3; num of pages is 30
process id is 64; arrival time is 31; service time is 4; num of pages is 40
process id is 65; arrival time is 32; service time is 4; num of pages is 40
process id is 66; arrival time is 32; service time is 4; num of pages is 40
process id is 67; arrival time is 32; service time is 2; num of pages is 20
process id is 68; arrival time is 33; service time is 5; num of pages is 50
process id is 69; arrival time is 33; service time is 1; num of pages is 10
process id is 70; arrival time is 33; service time is 4; num of pages is 40
process id is 71; arrival time is 34; service time is 5; num of pages is 50
process id is 72; arrival time is 34; service time is 3; num of pages is 30
process id is 73; arrival time is 34; service time is 3; num of pages is 30
process id is 74; arrival time is 34; service time is 5; num of pages is 50
process id is 75; arrival time is 34; service time is 5; num of pages is 50
process id is 76; arrival time is 35; service time is 2; num of pages is 20
process id is 77; arrival time is 35; service time is 3; num of pages is 30
process id is 78; arrival time is 35; service time is 5; num of pages is 50
process id is 79; arrival time is 35; service time is 4; num of pages is 40
process id is 80; arrival time is 37; service time is 1; num of pages is 10
process id is 81; arrival time is 37; service time is 2; num of pages is 20
process id is 82; arrival time is 37; service time is 1; num of pages is 10
process id is 83; arrival time is 38; service time is 2; num of pages is 20
process id is 84; arrival time is 38; service time is 1; num of pages is 10
process id is 85; arrival time is 38; service time is 3; num of pages is 30
process id is 86; arrival time is 38; service time is 3; num of pages is 30
process id is 87; arrival time is 38; service time is 5; num of pages is 50
process id is 88; arrival time is 39; service time is 4; num of pages is 40
process id is 89; arrival time is 39; service time is 2; num of pages is 20
process id is 90; arrival time is 40; service time is 3; num of pages is 30
process id is 91; arrival time is 40; service time is 5; num of pages is 50
process id is 92; arrival time is 40; service time is 3; num of pages is 30
process id is 93; arrival time is 40; service time is 5; num of pages is 50
process id is 94; arrival time is 40; service time is 3; num of pages is 30
process id is 95; arrival time is 40; service time is 1; num of pages is 10
process id is 96; arrival time is 41; service time is 4; num of pages is 40
process id is 97; arrival time is 41; service time is 2; num of pages is 20
process id is 98; arrival time is 41; service time is 5; num of pages is 50
process id is 99; arrival time is 42; service time is 4; num of pages is 40
process id is 100; arrival time is 43; service time is 3; num of pages is 30
process id is 101; arrival time is 43; service time is 2; num of pages is 20
process id is 102; arrival time is 43; service time is 3; num of pages is 30
process id is 103; arrival time is 44; service time is 5; num of pages is 50
process id is 104; arrival time is 44; service time is 2; num of pages is 20
process id is 105; arrival time is 44; service time is 1; num of pages is 10
process id is 106; arrival time is 44; service time is 5; num of pages is 50
process id is 107; arrival time is 44; service time is 4; num of pages is 40
process id is 108; arrival time is 45; service time is 3; num of pages is 30
process id is 109; arrival time is 45; service time is 1; num of pages is 10
process id is 110; arrival time is 46; service time is 5; num of pages is 50
process id is 111; arrival time is 46; service time is 5; num of pages is 50
process id is 112; arrival time is 46; service time is 5; num of pages is 50
process id is 113; arrival time is 46; service time is 1; num of pages is 10
process id is 114; arrival time is 46; service time is 1; num of pages is 10
process id is 115; arrival time is 47; service time is 2; num of pages is 20
process id is 116; arrival time is 48; service time is 3; num of pages is 30
process id is 117; arrival time is 48; service time is 2; num of pages is 20
process id is 118; arrival time is 49; service time is 1; num of pages is 10
process id is 119; arrival time is 49; service time is 3; num of pages is 30
process id is 120; arrival time is 50; service time is 2; num of pages is 20
process id is 121; arrival time is 50; service time is 5; num of pages is 50
process id is 122; arrival time is 50; service time is 3; num of pages is 30
process id is 123; arrival time is 51; service time is 1; num of pages is 10
process id is 124; arrival time is 51; service time is 5; num of pages is 50
process id is 125; arrival time is 51; service time is 3; num of pages is 30
process id is 126; arrival time is 51; service time is 3; num of pages is 30
process id is 127; arrival time is 51; service time is 2; num of pages is 20
process id is 128; arrival time is 52; service time is 2; num of pages is 20
process id is 129; arrival time is 52; service time is 1; num of pages is 10
process id is 130; arrival time is 52; service time is 1; num of pages is 10
process id is 131; arrival time is 53; service time is 5; num of pages is 50
process id is 132; arrival time is 53; service time is 3; num of pages is 30
process id is 133; arrival time is 53; service time is 3; num of pages is 30
process id is 134; arrival time is 54; service time is 5; num of pages is 50
process id is 135; arrival time is 54; service time is 1; num of pages is 10
process id is 136; arrival time is 54; service time is 1; num of pages is 10
process id is 137; arrival time is 54; service time is 1; num of pages is 10
process id is 138; arrival time is 55; service time is 4; num of pages is 40
process id is 139; arrival time is 55; service time is 5; num of pages is 50
process id is 140; arrival time is 56; service time is 3; num of pages is 30
process id is 141; arrival time is 56; service time is 3; num of pages is 30
process id is 142; arrival time is 57; service time is 4; num of pages is 40
process id is 143; arrival time is 57; service time is 4; num of pages is 40
process id is 144; arrival time is 57; service time is 4; num of pages is 40
process id is 145; arrival time is 58; service time is 1; num of pages is 10
process id is 146; arrival time is 58; service time is 3; num of pages is 30
process id is 147; arrival time is 58; service time is 2; num of pages is 20
process id is 148; arrival time is 58; service time is 1; num of pages is 10
process id is 149; arrival time is 59; service time is 5; num of pages is 50
process id is 150; arrival time is 59; service time is 5; num of pages is 50

Start the simulation
= Time Stamp 0:00 - Process Name: 1 - Enter - Size in Pages: 17 - Service Duration: 1 = 

= Time Stamp 0:00
  Process 1's virtual page 0 will be evicted if needed.
  Process 1 is under service, its reference page (virtual_page:physical_page) is: (0:0), (6:1), (1:2), (3:3), (12:4), (5:5), (16:6), (15:7), 

= Memory Map: =
1 1 1 1 1 1 1 1 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:01 - Process Name: 1 - Exit - Size in Pages: 17 - Service Duration: 1 = 

= Time Stamp 0:01 - Process Name: 2 - Enter - Size in Pages: 31 - Service Duration: 3 = 

= Time Stamp 0:01
  Process 2's virtual page 0 will be evicted if needed.
  Process 2 is under service, its reference page (virtual_page:physical_page) is: (0:0), (1:1), (2:2), (3:3), (4:4), (12:5), (13:6), (14:7), (10:8), 

= Memory Map: =
2 2 2 2 2 2 2 2 2 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:02 - Process Name: 3 - Enter - Size in Pages: 31 - Service Duration: 1 = 
= Time Stamp 0:02 - Process Name: 4 - Enter - Size in Pages: 5 - Service Duration: 4 = 

= Time Stamp 0:02
  Process 2's virtual page 0 will be evicted if needed.
  Process 2 is under service, its reference page (virtual_page:physical_page) is: (0:0), (1:1), (2:2), (3:3), (4:4), (12:5), (13:6), (14:7), (10:8), (6:12), (9:16), (8:18), (27:21), (20:22), (21:24), 
  Process 3 is under service, its reference page (virtual_page:physical_page) is: (0:9), (17:11), (18:13), (19:15), (30:19), (29:23), (28:25), 
  Process 4 is under service, its reference page (virtual_page:physical_page) is: (0:10), (1:14), (3:17), (4:20), 

= Memory Map: =
2 2 2 2 2 2 2 2 2 3 4 3 2 3 4 3 2 4 2 3 4 2 2 3 2 3 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:03 - Process Name: 3 - Exit - Size in Pages: 31 - Service Duration: 1 = 


= Time Stamp 0:03
  Process 2's virtual page 0 will be evicted if needed.
  Process 2 is under service, its reference page (virtual_page:physical_page) is: (0:0), (1:1), (2:2), (3:3), (4:4), (12:5), (13:6), (14:7), (10:8), (6:12), (9:16), (8:18), (27:21), (20:22), (21:24), (22:9), (30:11), (29:15), (28:19), (18:23), 
  Process 4 is under service, its reference page (virtual_page:physical_page) is: (0:10), (1:14), (3:17), (4:20), (2:13), 

= Memory Map: =
2 2 2 2 2 2 2 2 2 2 4 2 2 4 4 2 2 4 2 2 4 2 2 2 2 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:04 - Process Name: 2 - Exit - Size in Pages: 31 - Service Duration: 3 = 

= Time Stamp 0:04 - Process Name: 5 - Enter - Size in Pages: 11 - Service Duration: 2 = 

= Time Stamp 0:04
  Process 4's virtual page 0 will be evicted if needed.
  Process 4 is under service, its reference page (virtual_page:physical_page) is: (0:10), (1:14), (3:17), (4:20), (2:13), 
  Process 5 is under service, its reference page (virtual_page:physical_page) is: (0:0), (2:1), (3:2), (10:3), (9:4), 

= Memory Map: =
5 5 5 5 5 . . . . . 4 . . 4 4 . . 4 . . 4 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:05 - Process Name: 6 - Enter - Size in Pages: 17 - Service Duration: 2 = 

= Time Stamp 0:05
  Process 4's virtual page 0 will be evicted if needed.
  Process 4 is under service, its reference page (virtual_page:physical_page) is: (0:10), (1:14), (3:17), (4:20), (2:13), 
  Process 5 is under service, its reference page (virtual_page:physical_page) is: (0:0), (2:1), (3:2), (10:3), (9:4), (8:7), 
  Process 6 is under service, its reference page (virtual_page:physical_page) is: (0:5), (1:6), (2:8), (13:9), (12:11), (11:12), (10:15), 

= Memory Map: =
5 5 5 5 5 6 6 5 6 6 4 6 6 4 4 6 . 4 . . 4 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:06 - Process Name: 4 - Exit - Size in Pages: 5 - Service Duration: 4 = 

= Time Stamp 0:06 - Process Name: 5 - Exit - Size in Pages: 11 - Service Duration: 2 = 

= Time Stamp 0:06 - Process Name: 7 - Enter - Size in Pages: 17 - Service Duration: 2 = 
= Time Stamp 0:06 - Process Name: 8 - Enter - Size in Pages: 31 - Service Duration: 2 = 

= Time Stamp 0:06
  Process 6's virtual page 0 will be evicted if needed.
  Process 6 is under service, its reference page (virtual_page:physical_page) is: (0:5), (1:6), (2:8), (13:9), (12:11), (11:12), (10:15), (9:0), (8:3), (16:7), 
  Process 7 is under service, its reference page (virtual_page:physical_page) is: (0:1), (11:4), (16:10), (15:16), 
  Process 8 is under service, its reference page (virtual_page:physical_page) is: (0:2), (13:13), (30:14), (5:17), (3:18), (10:19), 

= Memory Map: =
6 7 8 6 7 6 6 6 6 6 7 6 6 8 8 6 7 8 8 8 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:07 - Process Name: 6 - Exit - Size in Pages: 17 - Service Duration: 2 = 

= Time Stamp 0:07 - Process Name: 9 - Enter - Size in Pages: 5 - Service Duration: 4 = 
= Time Stamp 0:07 - Process Name: 10 - Enter - Size in Pages: 17 - Service Duration: 5 = 
= Time Stamp 0:07 - Process Name: 11 - Enter - Size in Pages: 5 - Service Duration: 2 = 
= Time Stamp 0:07 - Process Name: 12 - Enter - Size in Pages: 17 - Service Duration: 3 = 

= Time Stamp 0:07
  Process 7's virtual page 0 will be evicted if needed.
  Process 7 is under service, its reference page (virtual_page:physical_page) is: (0:1), (11:4), (16:10), (15:16), 
  Process 8 is under service, its reference page (virtual_page:physical_page) is: (0:2), (13:13), (30:14), (5:17), (3:18), (10:19), (25:7), (21:21), (23:24), 
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:0), (1:8), (4:12), 
  Process 10 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:15), (2:20), 
  Process 11 is under service, its reference page (virtual_page:physical_page) is: (0:5), (4:9), (3:22), (1:23), 
  Process 12 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:11), 

= Memory Map: =
9 7 8 10 7 11 12 8 9 11 7 12 9 8 8 10 7 8 8 8 10 8 11 11 8 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:08 - Process Name: 7 - Exit - Size in Pages: 17 - Service Duration: 2 = 

= Time Stamp 0:08 - Process Name: 8 - Exit - Size in Pages: 31 - Service Duration: 2 = 


= Time Stamp 0:08
  Process 9's virtual page 0 will be evicted if needed.
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:0), (1:8), (4:12), (2:17), 
  Process 10 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:15), (2:20), (7:2), (8:7), (16:13), (15:16), (5:18), (10:21), 
  Process 11 is under service, its reference page (virtual_page:physical_page) is: (0:5), (4:9), (3:22), (1:23), (2:14), 
  Process 12 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:11), (2:1), (3:4), (4:10), (7:19), 

= Memory Map: =
9 12 10 10 12 11 12 10 9 11 12 12 9 10 11 10 10 9 10 12 10 10 11 11 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:09 - Process Name: 11 - Exit - Size in Pages: 5 - Service Duration: 2 = 

= Time Stamp 0:09 - Process Name: 13 - Enter - Size in Pages: 11 - Service Duration: 3 = 
= Time Stamp 0:09 - Process Name: 14 - Enter - Size in Pages: 31 - Service Duration: 4 = 
= Time Stamp 0:09 - Process Name: 15 - Enter - Size in Pages: 11 - Service Duration: 3 = 
= Time Stamp 0:09 - Process Name: 16 - Enter - Size in Pages: 17 - Service Duration: 2 = 

= Time Stamp 0:09
  Process 9's virtual page 0 will be evicted if needed.
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:0), (1:8), (4:12), (2:17), (3:5), 
  Process 10 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:15), (2:20), (7:2), (8:7), (16:13), (15:16), (5:18), (10:21), (3:9), (6:29), (9:41), 
  Process 12 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:11), (2:1), (3:4), (4:10), (7:19), (8:30), (5:40), (6:42), 
  Process 13 is under service, its reference page (virtual_page:physical_page) is: (0:14), (1:25), (10:33), (9:35), (4:43), (3:44), 
  Process 14 is under service, its reference page (virtual_page:physical_page) is: (0:22), (19:26), (30:36), (29:37), (22:45), 
  Process 15 is under service, its reference page (virtual_page:physical_page) is: (0:23), (2:27), (10:31), (9:34), (6:38), (1:39), (5:46), 
  Process 16 is under service, its reference page (virtual_page:physical_page) is: (0:24), (16:28), (15:32), 

= Memory Map: =
9 12 10 10 12 9 12 10 9 10 12 12 9 10 13 10 10 9 10 12 10 10 14 15 16 13 14 15 16 10 12 15 16 13 15 13 14 14 15 15 12 10 12 13 13 14 15 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:10 - Process Name: 12 - Exit - Size in Pages: 17 - Service Duration: 3 = 

= Time Stamp 0:10 - Process Name: 17 - Enter - Size in Pages: 31 - Service Duration: 1 = 

= Time Stamp 0:10
  Process 9's virtual page 0 will be evicted if needed.
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:0), (1:8), (4:12), (2:17), (3:5), 
  Process 10 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:15), (2:20), (7:2), (8:7), (16:13), (15:16), (5:18), (10:21), (3:9), (6:29), (9:41), (12:40), (13:49), 
  Process 13 is under service, its reference page (virtual_page:physical_page) is: (0:14), (1:25), (10:33), (9:35), (4:43), (3:44), (7:11), (8:42), 
  Process 14 is under service, its reference page (virtual_page:physical_page) is: (0:22), (19:26), (30:36), (29:37), (22:45), (21:1), (23:19), (24:47), (10:55), 
  Process 15 is under service, its reference page (virtual_page:physical_page) is: (0:23), (2:27), (10:31), (9:34), (6:38), (1:39), (5:46), (4:4), (3:53), 
  Process 16 is under service, its reference page (virtual_page:physical_page) is: (0:24), (16:28), (15:32), (14:30), (13:48), (12:50), (11:54), 
  Process 17 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:10), (18:51), (19:52), 

= Memory Map: =
9 14 10 10 15 9 17 10 9 10 17 13 9 10 13 10 10 9 10 14 10 10 14 15 16 13 14 15 16 10 16 15 16 13 15 13 14 14 15 15 10 10 13 13 13 14 15 14 16 10 16 17 17 15 16 14 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:11 - Process Name: 9 - Exit - Size in Pages: 5 - Service Duration: 4 = 

= Time Stamp 0:11 - Process Name: 16 - Exit - Size in Pages: 17 - Service Duration: 2 = 

= Time Stamp 0:11 - Process Name: 17 - Exit - Size in Pages: 31 - Service Duration: 1 = 

= Time Stamp 0:11 - Process Name: 18 - Enter - Size in Pages: 5 - Service Duration: 3 = 
= Time Stamp 0:11 - Process Name: 19 - Enter - Size in Pages: 5 - Service Duration: 5 = 
= Time Stamp 0:11 - Process Name: 20 - Enter - Size in Pages: 11 - Service Duration: 3 = 
= Time Stamp 0:11 - Process Name: 21 - Enter - Size in Pages: 17 - Service Duration: 1 = 

= Time Stamp 0:11
  Process 10's virtual page 0 will be evicted if needed.
  Process 10 is under service, its reference page (virtual_page:physical_page) is: (0:3), (1:15), (2:20), (7:2), (8:7), (16:13), (15:16), (5:18), (10:21), (3:9), (6:29), (9:41), (12:40), (13:49), (11:52), 
  Process 13 is under service, its reference page (virtual_page:physical_page) is: (0:14), (1:25), (10:33), (9:35), (4:43), (3:44), (7:11), (8:42), (2:12), (6:30), (5:57), 
  Process 14 is under service, its reference page (virtual_page:physical_page) is: (0:22), (19:26), (30:36), (29:37), (22:45), (21:1), (23:19), (24:47), (10:55), (9:0), (1:32), (4:59), (5:61), (28:63), 
  Process 15 is under service, its reference page (virtual_page:physical_page) is: (0:23), (2:27), (10:31), (9:34), (6:38), (1:39), (5:46), (4:4), (3:53), 
  Process 18 is under service, its reference page (virtual_page:physical_page) is: (0:5), (1:17), (4:48), (3:54), 
  Process 19 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:50), (4:60), 
  Process 20 is under service, its reference page (virtual_page:physical_page) is: (0:8), (10:24), (9:51), (7:56), 
  Process 21 is under service, its reference page (virtual_page:physical_page) is: (0:10), (16:28), (15:58), (1:62), (2:64), 

= Memory Map: =
14 14 10 10 15 18 19 10 20 10 21 13 13 10 13 10 10 18 10 14 10 10 14 15 20 13 14 15 21 10 13 15 14 13 15 13 14 14 15 15 10 10 13 13 13 14 15 14 18 10 19 20 10 15 18 14 20 13 21 14 19 14 21 14 21 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:12 - Process Name: 10 - Exit - Size in Pages: 17 - Service Duration: 5 = 

= Time Stamp 0:12 - Process Name: 13 - Exit - Size in Pages: 11 - Service Duration: 3 = 

= Time Stamp 0:12 - Process Name: 15 - Exit - Size in Pages: 11 - Service Duration: 3 = 

= Time Stamp 0:12 - Process Name: 21 - Exit - Size in Pages: 17 - Service Duration: 1 = 

= Time Stamp 0:12 - Process Name: 22 - Enter - Size in Pages: 17 - Service Duration: 3 = 
= Time Stamp 0:12 - Process Name: 23 - Enter - Size in Pages: 31 - Service Duration: 5 = 
= Time Stamp 0:12 - Process Name: 24 - Enter - Size in Pages: 5 - Service Duration: 5 = 

= Time Stamp 0:12
  Process 14's virtual page 0 will be evicted if needed.
  Process 14 is under service, its reference page (virtual_page:physical_page) is: (0:22), (19:26), (30:36), (29:37), (22:45), (21:1), (23:19), (24:47), (10:55), (9:0), (1:32), (4:59), (5:61), (28:63), (17:15), 
  Process 18 is under service, its reference page (virtual_page:physical_page) is: (0:5), (1:17), (4:48), (3:54), 
  Process 19 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:50), (4:60), (3:20), (2:23), 
  Process 20 is under service, its reference page (virtual_page:physical_page) is: (0:8), (10:24), (9:51), (7:56), (8:11), 
  Process 22 is under service, its reference page (virtual_page:physical_page) is: (0:2), (16:7), (15:16), (1:25), 
  Process 23 is under service, its reference page (virtual_page:physical_page) is: (0:3), (11:9), (10:13), (6:14), (4:18), (3:21), (2:27), 
  Process 24 is under service, its reference page (virtual_page:physical_page) is: (0:4), (3:10), (1:12), 

= Memory Map: =
14 14 22 23 24 18 19 22 20 23 24 20 24 23 23 14 22 18 23 14 19 23 14 19 20 22 14 23 . . . . 14 . . . 14 14 . . . . . . . 14 . 14 18 . 19 20 . . 18 14 20 . . 14 19 14 . 14 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:13 - Process Name: 14 - Exit - Size in Pages: 31 - Service Duration: 4 = 

= Time Stamp 0:13 - Process Name: 25 - Enter - Size in Pages: 5 - Service Duration: 5 = 
= Time Stamp 0:13 - Process Name: 26 - Enter - Size in Pages: 31 - Service Duration: 1 = 
= Time Stamp 0:13 - Process Name: 27 - Enter - Size in Pages: 17 - Service Duration: 3 = 

= Time Stamp 0:13
  Process 18's virtual page 0 will be evicted if needed.
  Process 18 is under service, its reference page (virtual_page:physical_page) is: (0:5), (1:17), (4:48), (3:54), (2:0), 
  Process 19 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:50), (4:60), (3:20), (2:23), 
  Process 20 is under service, its reference page (virtual_page:physical_page) is: (0:8), (10:24), (9:51), (7:56), (8:11), (1:30), 
  Process 22 is under service, its reference page (virtual_page:physical_page) is: (0:2), (16:7), (15:16), (1:25), (9:22), (14:40), (5:47), 
  Process 23 is under service, its reference page (virtual_page:physical_page) is: (0:3), (11:9), (10:13), (6:14), (4:18), (3:21), (2:27), (1:33), (13:37), (12:41), 
  Process 24 is under service, its reference page (virtual_page:physical_page) is: (0:4), (3:10), (1:12), (4:42), 
  Process 25 is under service, its reference page (virtual_page:physical_page) is: (0:1), (3:26), (1:34), (2:43), 
  Process 26 is under service, its reference page (virtual_page:physical_page) is: (0:15), (1:28), (2:31), (3:35), (28:36), (27:38), (26:45), (30:49), 
  Process 27 is under service, its reference page (virtual_page:physical_page) is: (0:19), (7:29), (16:32), (11:39), (12:44), (1:46), (2:52), 

= Memory Map: =
18 25 22 23 24 18 19 22 20 23 24 20 24 23 23 26 22 18 23 27 19 23 22 19 20 22 25 23 26 27 20 26 27 23 25 26 26 23 26 27 22 23 24 25 27 26 27 22 18 26 19 20 27 . 18 . 20 . . . 19 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:14 - Process Name: 18 - Exit - Size in Pages: 5 - Service Duration: 3 = 

= Time Stamp 0:14 - Process Name: 20 - Exit - Size in Pages: 11 - Service Duration: 3 = 

= Time Stamp 0:14 - Process Name: 26 - Exit - Size in Pages: 31 - Service Duration: 1 = 

= Time Stamp 0:14 - Process Name: 28 - Enter - Size in Pages: 17 - Service Duration: 5 = 
= Time Stamp 0:14 - Process Name: 29 - Enter - Size in Pages: 11 - Service Duration: 3 = 
= Time Stamp 0:14 - Process Name: 30 - Enter - Size in Pages: 5 - Service Duration: 5 = 

= Time Stamp 0:14
  Process 19's virtual page 0 will be evicted if needed.
  Process 19 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:50), (4:60), (3:20), (2:23), 
  Process 22 is under service, its reference page (virtual_page:physical_page) is: (0:2), (16:7), (15:16), (1:25), (9:22), (14:40), (5:47), 
  Process 23 is under service, its reference page (virtual_page:physical_page) is: (0:3), (11:9), (10:13), (6:14), (4:18), (3:21), (2:27), (1:33), (13:37), (12:41), (30:17), (24:35), (25:36), (29:48), 
  Process 24 is under service, its reference page (virtual_page:physical_page) is: (0:4), (3:10), (1:12), (4:42), (2:31), 
  Process 25 is under service, its reference page (virtual_page:physical_page) is: (0:1), (3:26), (1:34), (2:43), 
  Process 27 is under service, its reference page (virtual_page:physical_page) is: (0:19), (7:29), (16:32), (11:39), (12:44), (1:46), (2:52), (3:0), (4:38), 
  Process 28 is under service, its reference page (virtual_page:physical_page) is: (0:5), (1:24), (2:45), 
  Process 29 is under service, its reference page (virtual_page:physical_page) is: (0:8), (9:15), (10:28), 
  Process 30 is under service, its reference page (virtual_page:physical_page) is: (0:11), (1:30), 

= Memory Map: =
