process id is 1; arrival time is 0; service time is 5; num of pages is 50
= Time Stamp 0:04 - Process Name: 6 - Exit - Size in Pages: 11 - Service Duration: 2 = 

= Time Stamp 0:04 - Process Name: 8 - Exit - Size in Pages: 17 - Service Duration: 2 = 

= Time Stamp 0:04 - Process Name: 11 - Enter - Size in Pages: 11 - Service Duration: 5 = 
= Time Stamp 0:04 - Process Name: 12 - Enter - Size in Pages: 11 - Service Duration: 3 = 
= Time Stamp 0:04 - Process Name: 13 - Enter - Size in Pages: 5 - Service Duration: 4 = 

= Time Stamp 0:04
  Process 1's virtual page 0 will be evicted if needed.
  Process 1 is under service, its reference page (virtual_page:physical_page) is: (0:0), (1:1), (4:2), (7:3), (2:4), (3:5), (10:21), (9:36), (8:48), (5:63), (6:33), 
  Process 2 is under service, its reference page (virtual_page:physical_page) is: (0:6), (16:10), (15:14), (14:22), (11:42), (5:46), (7:49), (1:53), (13:56), (3:66), (10:35), (12:67), 
  Process 4 is under service, its reference page (virtual_page:physical_page) is: (0:8), (4:12), (5:16), (2:18), (1:20), (9:25), (8:27), (10:29), (6:81), 
  Process 5 is under service, its reference page (virtual_page:physical_page) is: (0:9), (1:13), (4:17), (5:19), (2:24), (6:30), (10:31), (9:7), (8:32), (7:39), (3:43), 
  Process 7 is under service, its reference page (virtual_page:physical_page) is: (0:15), (9:28), (10:34), (8:44), (7:47), (3:50), (2:54), (1:60), (5:73), (6:75), (4:82), 
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:51), (3:55), (4:57), (2:40), (1:71), 
  Process 10 is under service, its reference page (virtual_page:physical_page) is: (0:52), (1:58), (4:61), (2:65), (3:68), (10:59), (9:69), (7:76), (6:79), 
  Process 11 is under service, its reference page (virtual_page:physical_page) is: (0:11), (2:37), (1:41), (3:74), (4:77), (10:80), 
  Process 12 is under service, its reference page (virtual_page:physical_page) is: (0:23), (1:45), (4:62), (3:72), (6:78), 
  Process 13 is under service, its reference page (virtual_page:physical_page) is: (0:26), (4:38), (3:64), (2:70), 

= Memory Map: =
1 1 1 1 1 1 2 5 4 5 2 11 4 5 2 7 4 5 4 5 4 1 2 12 5 4 13 4 7 4 5 5 5 1 7 2 1 11 13 5 9 11 2 5 7 12 2 7 1 2 7 9 10 2 7 9 2 9 10 10 7 10 12 1 13 10 2 2 10 10 13 9 12 7 11 7 10 11 12 10 11 4 7 . . . . . . . . . . . . . . . . . 
= Time Stamp 0:05 - Process Name: 1 - Exit - Size in Pages: 11 - Service Duration: 5 = 

= Time Stamp 0:05 - Process Name: 2 - Exit - Size in Pages: 17 - Service Duration: 4 = 

= Time Stamp 0:05 - Process Name: 4 - Exit - Size in Pages: 11 - Service Duration: 4 = 

= Time Stamp 0:05 - Process Name: 5 - Exit - Size in Pages: 11 - Service Duration: 4 = 

= Time Stamp 0:05 - Process Name: 7 - Exit - Size in Pages: 11 - Service Duration: 3 = 

= Time Stamp 0:05 - Process Name: 10 - Exit - Size in Pages: 11 - Service Duration: 2 = 

= Time Stamp 0:05 - Process Name: 14 - Enter - Size in Pages: 5 - Service Duration: 4 = 

= Time Stamp 0:05
  Process 9's virtual page 0 will be evicted if needed.
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:51), (3:55), (4:57), (2:40), (1:71), 
  Process 11 is under service, its reference page (virtual_page:physical_page) is: (0:11), (2:37), (1:41), (3:74), (4:77), (10:80), (9:0), (8:3), (7:9), 
  Process 12 is under service, its reference page (virtual_page:physical_page) is: (0:23), (1:45), (4:62), (3:72), (6:78), (2:6), (7:7), (8:8), (10:10), 
  Process 13 is under service, its reference page (virtual_page:physical_page) is: (0:26), (4:38), (3:64), (2:70), (1:1), 
  Process 14 is under service, its reference page (virtual_page:physical_page) is: (0:2), (1:4), (2:5), 

= Memory Map: =
11 13 14 11 14 14 12 12 12 11 12 11 . . . . . . . . . . . 12 . . 13 . . . . . . . . . . 11 13 . 9 11 . . . 12 . . . . . 9 . . . 9 . 9 . . . . 12 . 13 . . . . . 13 9 12 . 11 . . 11 12 . 11 . . . . . . . . . . . . . . . . . . . 

= Time Stamp 0:06
  Process 9's virtual page 0 will be evicted if needed.
  Process 9 is under service, its reference page (virtual_page:physical_page) is: (0:51), (3:55), (4:57), (2:40), (1:71), 
  Process 11 is under service, its reference page (virtual_page:physical_page) is: (0:11), (2:37), (1:41), (3:74), (4:77), (10:80), (9:0), (8:3), (7:9), 
  Process 12 is under service, its reference page (virtual_page:physical_page) is: (0:23), (1:45), (4:62), (3:72), (6:78), (2:6), (7:7), (8:8), (10:10), (9:12), 
  Process 13 is under service, its reference page (virtual_page:physical_page) is: (0:26), (4:38), (3:64), (2:70), (1:1), 
  Process 14 is under service, its reference page (virtual_page:physical_page) is: (0:2), (1:4), (2:5), (3:13), (4:14), 

= Memory Map: =
11 13 14 11 14 14 12 12 12 11 12 11 12 14 14 . . . . . . . . 12 . . 13 . . . . . . . . . . 11 13 . 9 11 . . . 12 . . . . . 9 . . . 9 . 9 . . . . 12 . 13 . . . . . 13 9 12 . 11 . . 11 12 . 11 . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:07 - Process Name: 9 - Exit - Size in Pages: 5 - Service Duration: 4 = 

= Time Stamp 0:07 - Process Name: 12 - Exit - Size in Pages: 11 - Service Duration: 3 = 

= Time Stamp 0:07 - Process Name: 15 - Enter - Size in Pages: 11 - Service Duration: 5 = 
= Time Stamp 0:07 - Process Name: 16 - Enter - Size in Pages: 17 - Service Duration: 5 = 
= Time Stamp 0:07 - Process Name: 17 - Enter - Size in Pages: 31 - Service Duration: 2 = 
= Time Stamp 0:07 - Process Name: 18 - Enter - Size in Pages: 11 - Service Duration: 4 = 
= Time Stamp 0:07 - Process Name: 19 - Enter - Size in Pages: 17 - Service Duration: 2 = 

= Time Stamp 0:07
  Process 11's virtual page 0 will be evicted if needed.
  Process 11 is under service, its reference page (virtual_page:physical_page) is: (0:11), (2:37), (1:41), (3:74), (4:77), (10:80), (9:0), (8:3), (7:9), (5:23), 
  Process 13 is under service, its reference page (virtual_page:physical_page) is: (0:26), (4:38), (3:64), (2:70), (1:1), 
  Process 14 is under service, its reference page (virtual_page:physical_page) is: (0:2), (1:4), (2:5), (3:13), (4:14), 
  Process 15 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:19), (2:33), 
  Process 16 is under service, its reference page (virtual_page:physical_page) is: (0:7), (2:15), (3:17), (16:20), (15:24), (14:28), (13:30), 
  Process 17 is under service, its reference page (virtual_page:physical_page) is: (0:8), (26:16), (1:21), (11:29), (12:31), 
  Process 18 is under service, its reference page (virtual_page:physical_page) is: (0:10), (1:25), (6:32), (7:34), (8:35), 
  Process 19 is under service, its reference page (virtual_page:physical_page) is: (0:12), (1:18), (16:22), (15:27), (13:36), 

= Memory Map: =
11 13 14 11 14 14 15 16 17 11 18 11 19 14 14 16 17 16 19 15 16 17 19 11 16 18 13 19 16 17 16 17 18 15 18 18 19 11 13 . . 11 . . . . . . . . . . . . . . . . . . . . . . 13 . . . . . 13 . . . 11 . . 11 . . 11 . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:08 - Process Name: 13 - Exit - Size in Pages: 5 - Service Duration: 4 = 

= Time Stamp 0:08 - Process Name: 20 - Enter - Size in Pages: 11 - Service Duration: 1 = 
= Time Stamp 0:08 - Process Name: 21 - Enter - Size in Pages: 11 - Service Duration: 5 = 
= Time Stamp 0:08 - Process Name: 22 - Enter - Size in Pages: 5 - Service Duration: 1 = 

= Time Stamp 0:08
  Process 11's virtual page 0 will be evicted if needed.
  Process 11 is under service, its reference page (virtual_page:physical_page) is: (0:11), (2:37), (1:41), (3:74), (4:77), (10:80), (9:0), (8:3), (7:9), (5:23), 
  Process 14 is under service, its reference page (virtual_page:physical_page) is: (0:2), (1:4), (2:5), (3:13), (4:14), 
  Process 15 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:19), (2:33), (8:40), (7:48), (6:59), 
  Process 16 is under service, its reference page (virtual_page:physical_page) is: (0:7), (2:15), (3:17), (16:20), (15:24), (14:28), (13:30), 
  Process 17 is under service, its reference page (virtual_page:physical_page) is: (0:8), (26:16), (1:21), (11:29), (12:31), (13:49), (14:54), 
  Process 18 is under service, its reference page (virtual_page:physical_page) is: (0:10), (1:25), (6:32), (7:34), (8:35), (10:1), (9:52), 
  Process 19 is under service, its reference page (virtual_page:physical_page) is: (0:12), (1:18), (16:22), (15:27), (13:36), (2:44), (3:50), (7:57), 
  Process 20 is under service, its reference page (virtual_page:physical_page) is: (0:26), (1:42), (3:53), (4:55), 
  Process 21 is under service, its reference page (virtual_page:physical_page) is: (0:38), (1:43), (2:45), (6:56), (5:58), (4:60), 
  Process 22 is under service, its reference page (virtual_page:physical_page) is: (0:39), (1:46), (2:47), (4:51), 

= Memory Map: =
11 18 14 11 14 14 15 16 17 11 18 11 19 14 14 16 17 16 19 15 16 17 19 11 16 18 20 19 16 17 16 17 18 15 18 18 19 11 21 22 15 11 20 21 19 21 22 22 15 17 19 22 18 20 17 20 21 19 21 15 21 . . . . . . . . . . . . . 11 . . 11 . . 11 . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:09 - Process Name: 11 - Exit - Size in Pages: 11 - Service Duration: 5 = 

= Time Stamp 0:09 - Process Name: 14 - Exit - Size in Pages: 5 - Service Duration: 4 = 

= Time Stamp 0:09 - Process Name: 17 - Exit - Size in Pages: 31 - Service Duration: 2 = 

= Time Stamp 0:09 - Process Name: 19 - Exit - Size in Pages: 17 - Service Duration: 2 = 

= Time Stamp 0:09 - Process Name: 20 - Exit - Size in Pages: 11 - Service Duration: 1 = 

= Time Stamp 0:09 - Process Name: 22 - Exit - Size in Pages: 5 - Service Duration: 1 = 


= Time Stamp 0:09
  Process 15's virtual page 0 will be evicted if needed.
  Process 15 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:19), (2:33), (8:40), (7:48), (6:59), (5:5), (4:8), (10:9), 
  Process 16 is under service, its reference page (virtual_page:physical_page) is: (0:7), (2:15), (3:17), (16:20), (15:24), (14:28), (13:30), (12:3), (7:11), (8:12), 
  Process 18 is under service, its reference page (virtual_page:physical_page) is: (0:10), (1:25), (6:32), (7:34), (8:35), (10:1), (9:52), 
  Process 21 is under service, its reference page (virtual_page:physical_page) is: (0:38), (1:43), (2:45), (6:56), (5:58), (4:60), (10:0), (9:2), (8:4), 

= Memory Map: =
21 18 21 16 21 15 15 16 15 15 18 16 16 . . 16 . 16 . 15 16 . . . 16 18 . . 16 . 16 . 18 15 18 18 . . 21 . 15 . . 21 . 21 . . 15 . . . 18 . . . 21 . 21 15 21 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:10 - Process Name: 23 - Enter - Size in Pages: 31 - Service Duration: 4 = 
= Time Stamp 0:10 - Process Name: 24 - Enter - Size in Pages: 17 - Service Duration: 5 = 
= Time Stamp 0:10 - Process Name: 25 - Enter - Size in Pages: 5 - Service Duration: 1 = 

= Time Stamp 0:10
  Process 15's virtual page 0 will be evicted if needed.
  Process 15 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:19), (2:33), (8:40), (7:48), (6:59), (5:5), (4:8), (10:9), (9:21), (3:39), 
  Process 16 is under service, its reference page (virtual_page:physical_page) is: (0:7), (2:15), (3:17), (16:20), (15:24), (14:28), (13:30), (12:3), (7:11), (8:12), (6:13), (11:22), (10:42), 
  Process 18 is under service, its reference page (virtual_page:physical_page) is: (0:10), (1:25), (6:32), (7:34), (8:35), (10:1), (9:52), (3:44), 
  Process 21 is under service, its reference page (virtual_page:physical_page) is: (0:38), (1:43), (2:45), (6:56), (5:58), (4:60), (10:0), (9:2), (8:4), 
  Process 23 is under service, its reference page (virtual_page:physical_page) is: (0:14), (9:23), (8:27), (10:41), (1:46), 
  Process 24 is under service, its reference page (virtual_page:physical_page) is: (0:16), (1:29), (16:36), 
  Process 25 is under service, its reference page (virtual_page:physical_page) is: (0:18), (4:26), (2:31), (3:37), 

= Memory Map: =
21 18 21 16 21 15 15 16 15 15 18 16 16 16 23 16 24 16 25 15 16 15 16 23 16 18 25 23 16 24 16 25 18 15 18 18 24 25 21 15 15 23 16 21 18 21 23 . 15 . . . 18 . . . 21 . 21 15 21 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 
= Time Stamp 0:11 - Process Name: 18 - Exit - Size in Pages: 11 - Service Duration: 4 = 

= Time Stamp 0:11 - Process Name: 25 - Exit - Size in Pages: 5 - Service Duration: 1 = 

= Time Stamp 0:11 - Process Name: 26 - Enter - Size in Pages: 31 - Service Duration: 4 = 
= Time Stamp 0:11 - Process Name: 27 - Enter - Size in Pages: 31 - Service Duration: 4 = 
= Time Stamp 0:11 - Process Name: 28 - Enter - Size in Pages: 5 - Service Duration: 5 = 

= Time Stamp 0:11
  Process 15's virtual page 0 will be evicted if needed.
  Process 15 is under service, its reference page (virtual_page:physical_page) is: (0:6), (1:19), (2:33), (8:40), (7:48), (6:59), (5:5), (4:8), (10:9), (9:21), (3:39), 
  Process 16 is under service, its reference page (virtual_page:physical_page) is: (0:7), (2:15), (3:17), (16:20), (15:24), (14:28), (13:30), (12:3), (7:11), (8:12), (6:13), (11:22), (10:42), (1:1), 
  Process 21 is under service, its reference page (virtual_page:physical_page) is: (0:38), (1:43), (2:45), (6:56), (5:58), (4:60), (10:0), (9:2), (8:4), 
  Process 23 is under service, its reference page (virtual_page:physical_page) is: (0:14), (9:23), (8:27), (10:41), (1:46), (2:35), (28:50), (12:54), 
  Process 24 is under service, its reference page (virtual_page:physical_page) is: (0:16), (1:29), (16:36), (2:32), (5:49), (4:51), 
  Process 26 is under service, its reference page (virtual_page:physical_page) is: (0:10), (30:26), (24:34), (3:37), (19:52), (20:53), (21:55), 
  Process 27 is under service, its reference page (virtual_page:physical_page) is: (0:18), (1:44), 
